,index,artist,title,mood,lyrics
Yet all these attacks served but to enhance the attraction, and it is remarkable for how many years this continued undiminished. In 1823 a revival of Le Vampire with Philippe and Madame Dorval again thronged the Porte-Saint-Martin to excess. Alexandre Dumas, who was present at this production has recorded how vast was his delight, how ineffable his thrills during the sombre scenes of this sepulchral melodrame. How the theatre applauded the lean livid mask of the Vampire, how it shuddered at his stealthy steps! There are, perhaps, to be found throughout the whole of the many works of Alexandre, Dumas few pages more entertaining than those chapters in his Memoires which relate with rarest humour and not a few flashes of brilliant wit his adventures at a performance of Le Vampire at the Porte-Saint-Martin in 1823. It would be difficult to find a livelier, and yet at the same time entirely serious and even critical, account of a theatrical performance. Unfortunately it is too long to give in full. In the edition of Mes Mémoires, Troisième Série, Michel Lévy, Paris, 1863, it occupies no less than five chapters, LXXIII-LXXVII, and these are none of the shortest, (pp. 136-193). One is tempted to quote some delicious passages, but the

p. 295

account might lose thereby; it must be read as a delightful whole. Yet there is one extract which May certainly be made without impertinence, the story of the Vampire which was related to Dumas by his neighbour ""le monsieur poli qui lisait un Elzévir."" They have discussed the tradition at some length, and incidentally the good bibliophile refers his young acquaintance to the work of Dom Calmet, from whom he gives ample citations. He further remarks that he has resided in Illyria for three years, and he very sharply animadverts upon certain details on Nodier's melodrama which are foreign to the vampire tradition. ""You speak of vampires as though they really existed,"" remarks Dumas. ""Of course they exist,"" said his neighbour dryly. ""Have you ever seen one then?"" ""Most certainly I have."" ""That was whilst you were in Illyria?"" ""Yes.""

""Et vous y avez vu des vampires?""

""Vous savez que c'est la, terre claissique des vampires, l'Illyrie, comme la Hongrie, la Servie, la Pologne.

""Non, je no sais pas . . . je ne sais rien. Où étaient ces vampires que vous avez vus?

""A Spalatro. Je logeais chez un bonhomme de soixante-deux ans. Il mourut. Trois jours après avoir été enterré, il apparut la nuit à son fils et lui demanda à manger; son fils le servit selon des desirs; il mangea et disparut. Le lendemain, le fils me raconta ce qui lui était arrivé, me disant que bien certainement son père ne reviendrait pas pour une fois, et m'invitant a me mettre, la nuit suivante, à une fenêtre pour le voir entrer et sortir. J'étais curieux de voir un vampire. Je me mis à la fenêtre; mais, cette nuit-la, il ne vint pas. Le fils me dit, alors, do ne pas me décourager, qu'il viendrait probablement la nuit suivante.--La nuit suivante, je me remis donc à ma fenêtre, et, en effet, vers minuit, je reconnus parfaitement le vieillard. Il venait du côté de cimetière; il marchait d'un bon pas; mais son pas ne faisait aucun bruit. Arrivé à la porte, il frappa,; je comptai trois coups; les coups résonnèrent secs sur le chêne, comme si l'on eut frappé avec un os, et non avec un doigt. Le fils, vint ouvrir la porte, et le vieillard entra. . . .

""J'écoutais ce récit avec la plus grande attention, et je commençais à prefèrer les entr'actes au mélodrame.

""Ma curiosité était trop vivement excitée, reprit men voisin,

p. 296

pour que je quittasse ma fenêtre; j'y demeurai donc. Une demi-heure après, le vieillard sortit; il retournait d'où il était venu, c'est-a-dire du côté du cimetiere. A l'angle d'une muraille, il disparut. Presque au même instant, ma porte s'ouvrit. Je me retournai vivement, c'était son fils. It était fort pâle. 'Et bien, lui dis-je, votre père est venu?--Oui . . . L'avez-vous vu entrer? Entrer et sortir. . . Qu'a-t-il fait aujourd'hui? Il m'a demandé à boire et à manger, comme l'autre jour. Et il a bu et mangé? Il a bu et mangé . . . Mais ce n'est pas le tout. . . voici ce qui m'inquiète. . . Il m'a dit . . . Ah! il vous a parlé pour autre chose que pour vous demander à, boire et a manger? . . . Oui, il m'a dit: 'Voici deux fois que je viens manger chez toi. C'est à ton tour maintenant de venir manger chez moi.' Diable! . . . Je l'attends après demain à la même heure. Diable! Diable! Eh! oui, justement, voilà ce qui me tracasse.' Le surlendemain, on le trouva mort dans son lit! Ce même jour, deux ou trois autres, personnes du même village qui avaient vu aussi le vieillard, et qui lui avaient parlé, tombèrent malades et moururent à leur tour. Il fut donc reconnu que le vieillard était vampire. On s'informa auprès de moi; je racontai ce que favais vu et entendu. La justice se transporta au cimetière. On ouvrit les tombeaux de tous ceux qui étaient morts depuis six semaines; tous ces, cadavres étaient en décomposition. Mais, quand on en vint au tombeau de Kisilova,--c'était le nom du vieillard,--on le trouva les yeux ouverts, la bouche vermeille, respirant à pleins poumons, et cependant immobile, comme mort. On lui enfonça un pieu dans le coeur; il jeta un grand cri, et rendit le sang par le bouche; puis on le mit sur un bûcher, on le réduisit en cendre, et l'on jeta la cendre au vent. . . . Quelque temps après, je quittai le pays de sorte que je ne pus savoir si son fils était devenu vampire comme lui.
